,ANOING,SEMING,INGRESSO,INGRESSODESC,COTA,GRANDEAREA,GRANDEAREATEXTO,ETNIA,SEXO,CAMPUS,TURNO,NOMECURSO,SITUACAO,MOTIVOSAIDA,DEFICIENCIA,POSSUIDEFICIENCIA,CAMPUSSIGLA
54656,2019,2,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,EDUCAÇÃO FÍSICA - 21B,ATIVO,A Especificar,Não Informada,Não,JF
54664,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
54692,2019,1,SISU,SISU - GRUPO A VG Edital,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIAS ECONÔMICAS - 51A,ATIVO,A Especificar,Não Informada,Não,JF
54695,2019,1,SISU,SISU - GRUPO C VG Edital,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIAS ECONÔMICAS - 51A,ATIVO,A Especificar,Não Informada,Não,JF
54698,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CET,CIÊNCIAS EXATAS E DA TERRA,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,OPÇÃO 2º CICLO CIÊNCIAS EXATAS - FÍSICA - 65AE,ATIVO,A Especificar,Não Informada,Não,JF
54699,2022,1,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,OPÇÃO 2º CICLO CIÊNCIAS EXATAS - ENGENHARIA ELÉTRICA - HAB. EM SISTEMAS DE POTÊNCIA - 65AJ,ATIVO,A Especificar,Não Informada,Não,JF
54702,2024,1,OUTROS,OPÇÃO SEGUNDO CICLO DO CIÊNCIAS EXATAS,Não se aplica,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA MECÂNICA - 65M,ATIVO,A Especificar,Não Informada,Não,JF
54729,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CET,CIÊNCIAS EXATAS E DA TERRA,AMARELA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS EXATAS - 65A,ATIVO,A Especificar,Não Informada,Não,JF
54743,2019,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
54765,2019,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
54769,2025,1,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CB,CIÊNCIAS BIOLÓGICAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS BIOLÓGICAS - 01L,ATIVO,A Especificar,Não Informada,Não,JF
54772,2019,2,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
54777,2019,1,SISU,SISU - GRUPO A,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
54783,2019,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA DE PRODUÇÃO - 49A,ATIVO,A Especificar,Não Informada,Não,JF
54787,2019,1,SISU,SISU - GRUPO C,Grupo C,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA AMBIENTAL E SANITÁRIA - 67A,ATIVO,A Especificar,Não Informada,Não,JF
54797,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,GEOGRAFIA - 27L,ATIVO,A Especificar,Não Informada,Não,JF
54806,2025,1,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,GEOGRAFIA - 10L,ATIVO,A Especificar,Não Informada,Não,JF
54808,2023,2,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CB,CIÊNCIAS BIOLÓGICAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS BIOLÓGICAS - 01B,ATIVO,A Especificar,Não Informada,Não,JF
54820,2019,2,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
54825,2019,2,SISU,SISU - GRUPO D,Grupo D,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
54827,2026,1,VAGA OCIOSA,Reinscrição ao Curso de Origem,Não se aplica,ECC,ENGENHARIAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS - 65K,ATIVO,A Especificar,Não Informada,Não,JF
54843,2019,2,VAGA OCIOSA,Mudança de Curso,Não se aplica,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ODONTOLOGIA - 16A,ATIVO,A Especificar,Não Informada,Não,JF
54850,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CINEMA E AUDIOVISUAL - 97A,ATIVO,A Especificar,Não Informada,Não,JF
54857,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,CINEMA E AUDIOVISUAL - 97A,ATIVO,A Especificar,Não Informada,Não,JF
54863,2025,2,OUTROS,OPÇÃO SEGUNDO CICLO DO CIÊNCIAS EXATAS,Não se aplica,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,OPÇÃO 2º CICLO CIÊNCIAS EXATAS - CIÊNCIA DA COMPUTAÇÃO - 65AC,ATIVO,A Especificar,Não Informada,Não,JF
54865,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CINEMA E AUDIOVISUAL - 97A,ATIVO,A Especificar,Não Informada,Não,JF
54895,2019,1,SISU,SISU - GRUPO D VG Edital,Grupo D,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIAS ECONÔMICAS - 51A,ATIVO,A Especificar,Não Informada,Não,JF
54912,2020,1,SISU,SISU - GRUPO A,Grupo A,ECC,ENGENHARIAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA -  TELECOMUNICAÇÕES - 65L,ATIVO,A Especificar,Não Informada,Não,JF
54928,2021,2,SISU,SISU - GRUPO B,Grupo B,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
54929,2019,2,SISU,SISU - GRUPO A,Grupo A,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS - 73A,ATIVO,A Especificar,Não Informada,Não,JF
54933,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
54940,2022,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,LETRAS - 13LPO/CL,ATIVO,A Especificar,Não Informada,Não,JF
54976,2022,2,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,ECC,ENGENHARIAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,OPÇÃO 2º CICLO CIÊNCIAS EXATAS - ENGENHARIA ELÉTRICA - HAB. EM TELECOMUNICAÇÕES - 65AL,ATIVO,A Especificar,Não Informada,Não,JF
55000,2020,1,SISU,SISU - GRUPO A,Grupo A,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
55003,2023,1,SISU,SISU - GRUPO E,Grupo E,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,LETRAS - 13BIN,ATIVO,A Especificar,Não Informada,Não,JF
55024,2020,1,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
55056,2024,1,OUTROS,OPCAO SEGUNDO CICLO DO B. I. EM ARTES E DESIGN,Não se aplica,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,CINEMA E AUDIOVISUAL - 66B,ATIVO,A Especificar,Não Informada,Não,JF
55070,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CET,CIÊNCIAS EXATAS E DA TERRA,PRETA,Feminino,JUIZ DE FORA,NOTURNO,QUÍMICA - 83A,ATIVO,A Especificar,Não Informada,Não,JF
55073,2023,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,PEDAGOGIA - 17A,ATIVO,A Especificar,Não Informada,Não,JF
55075,2024,1,SISU,SISU - GRUPO D,Grupo D,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PRETA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
55079,2026,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,ECC,ENGENHARIAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA ELÉTRICA - ENERGIA - 65H,ATIVO,A Especificar,Não Informada,Não,JF
55087,2019,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,"RÁDIO, TV E INTERNET - 91A",ATIVO,A Especificar,Não Informada,Não,JF
55117,2019,2,SISU,SISU - GRUPO A,Grupo A,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO INTERDISCIPLINAR EM ARTES E DESIGN - 66A,ATIVO,A Especificar,Não Informada,Não,JF
55134,2024,1,OUTROS,OPCAO SEGUNDO CICLO DO B. I. EM ARTES E DESIGN,Não se aplica,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM MODA - 66E,ATIVO,A Especificar,Não Informada,Não,JF
55144,2018,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,ADMINISTRAÇÃO - 46A,ATIVO,A Especificar,Não Informada,Não,JF
55152,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CH,CIÊNCIAS HUMANAS,OUTRA,Feminino,JUIZ DE FORA,INTEGRAL,HISTÓRIA - 11L,ATIVO,A Especificar,Não Informada,Não,JF
55175,2019,2,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,TURISMO - 93A,ATIVO,A Especificar,Não Informada,Não,JF
55178,2019,1,SISU,SISU - GRUPO A1,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
55193,2024,1,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,EDUCAÇÃO FÍSICA - 21L,ATIVO,A Especificar,Não Informada,Não,JF
55223,2021,2,OUTROS,OPÇÃO SEGUNDO CICLO DO CIÊNCIAS EXATAS,Não se aplica,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,QUÍMICA - 65GB,ATIVO,A Especificar,Não Informada,Não,JF
55231,2024,1,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,OPÇÃO 2º CICLO CIÊNCIAS EXATAS - MATEMÁTICA - 65AF,ATIVO,A Especificar,Não Informada,Não,JF
55233,2020,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA DE PRODUÇÃO - 49A,ATIVO,A Especificar,Não Informada,Não,JF
55246,2025,2,OUTROS,OPÇÃO SEGUNDO CICLO DO CIÊNCIAS EXATAS,Não se aplica,ECC,ENGENHARIAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL - 65I,ATIVO,A Especificar,Não Informada,Não,JF
55251,2024,2,OUTROS,OPÇÃO SEGUNDO CICLO DO CIÊNCIAS EXATAS,Não se aplica,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL - 65I,ATIVO,A Especificar,Não Informada,Não,JF
55257,2026,1,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,HISTÓRIA - 11B,ATIVO,A Especificar,Não Informada,Não,JF
55266,2025,1,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,HISTÓRIA - 11B,ATIVO,A Especificar,Não Informada,Não,JF
55267,2020,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,HISTÓRIA - 11L,ATIVO,A Especificar,Não Informada,Não,JF
55290,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
55292,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
55304,2019,1,SISU,SISU - grupo C - mudança de curso,Grupo C,CB,CIÊNCIAS BIOLÓGICAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS BIOLÓGICAS - 01B,ATIVO,A Especificar,Não Informada,Não,JF
55313,2019,1,SISU,SISU - GRUPO A,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS CONTÁBEIS - 77A,ATIVO,A Especificar,Não Informada,Não,JF
55318,2023,2,SISU,SISU - GRUPO C,Grupo C,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIA DA COMPUTAÇÃO - 35A,ATIVO,A Especificar,Não Informada,Não,JF
55320,2019,2,SISU,SISU - GRUPO C,Grupo C,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL - 65I,ATIVO,A Especificar,Não Informada,Não,JF
55338,2019,2,SISU,SISU - GRUPO C,Grupo C,ECC,ENGENHARIAS,OUTRA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS - 65K,ATIVO,A Especificar,Não Informada,Não,JF
55345,2024,2,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,HISTÓRIA - 28B,ATIVO,A Especificar,Não Informada,Não,JF
55350,2019,2,SISU,SISU - GRUPO A,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
55351,2019,2,SISU,SISU - GRUPO C,Grupo C,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL - 65I,ATIVO,A Especificar,Não Informada,Não,JF
55378,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,QUÍMICA - 65GB,ATIVO,A Especificar,Não Informada,Não,JF
55388,2023,2,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
55397,2019,2,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,SERVIÇO SOCIAL - 68A,ATIVO,A Especificar,Não Informada,Não,JF
55407,2019,2,SISU,SISU - GRUPO E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
55412,2019,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA MECÂNICA - 65M,ATIVO,Abandono,Não Informada,Não,JF
55423,2019,2,SISU,SISU - GRUPO D,Grupo D,ECC,ENGENHARIAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,SISTEMAS DE INFORMAÇÃO - 76A,ATIVO,A Especificar,Não Informada,Não,JF
55439,2024,1,OUTROS,OPÇÃO SEGUNDO CICLO DO CIÊNCIAS EXATAS,Não se aplica,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIA DA COMPUTAÇÃO - 65C,ATIVO,A Especificar,Não Informada,Não,JF
55455,2025,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,ECC,ENGENHARIAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA - 65J,ATIVO,A Especificar,Não Informada,Não,JF
55481,2019,2,SISU,SISU - GRUPO D,Grupo D,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - 29LPO,ATIVO,A Especificar,Não Informada,Não,JF
55490,2019,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,TURISMO - 92A,ATIVO,A Especificar,Não Informada,Não,JF
55496,2019,1,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ADMINISTRAÇÃO - 26A,ATIVO,A Especificar,Não Informada,Não,JF
55510,2019,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
55513,2019,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FÍSICA - 65EL,ATIVO,A Especificar,Não Informada,Não,JF
55531,2019,2,SISU,SISU - GRUPO D,Grupo D,ECC,ENGENHARIAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,SISTEMAS DE INFORMAÇÃO - 76A,ATIVO,A Especificar,Não Informada,Não,JF
55535,2019,2,VESTIBULAR,Seleção Especial,Grupo F,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - LIBRAS - 88A,ATIVO,A Especificar,Não Informada,Não,JF
55537,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,QUÍMICA - 65GB,ATIVO,A Especificar,Não Informada,Não,JF
55545,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,QUÍMICA - 65GB,ATIVO,A Especificar,Não Informada,Não,JF
55548,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA - 65J,ATIVO,A Especificar,Não Informada,Não,JF
55564,2019,2,SISU,SISU - GRUPO A,Grupo A,CB,CIÊNCIAS BIOLÓGICAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS BIOLÓGICAS - 01B,ATIVO,A Especificar,Não Informada,Não,JF
55599,2019,2,SISU,SISU - GRUPO D,Grupo D,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,TURISMO - 93A,ATIVO,A Especificar,Não Informada,Não,JF
55636,2022,2,SISU,SISU - GRUPO B1,Grupo B1,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA - 15A,ATIVO,A Especificar,Não Informada,Sim,JF
55643,2025,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
55644,2026,1,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,HISTÓRIA - 11B,ATIVO,A Especificar,Não Informada,Não,JF
55646,2020,1,SISU,SISU - GRUPO E,Grupo E,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,HISTÓRIA - 11L,ATIVO,A Especificar,Não Informada,Não,JF
55647,2026,1,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,HISTÓRIA - 11B,ATIVO,A Especificar,Não Informada,Não,JF
55649,2020,1,SISU,SISU - GRUPO A,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,ADMINISTRAÇÃO - 46A,ATIVO,A Especificar,Não Informada,Não,JF
55677,2019,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,TURISMO - 92A,ATIVO,A Especificar,Não Informada,Não,JF
55698,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,Abandono,Não Informada,Não,JF
55700,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
55706,2024,2,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MATEMÁTICA - 65FB,ATIVO,A Especificar,Não Informada,Não,JF
55708,2020,1,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CET,CIÊNCIAS EXATAS E DA TERRA,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,MÚSICA - 89H,ATIVO,A Especificar,Não Informada,Não,JF
55711,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MÚSICA - 63C,ATIVO,A Especificar,Não Informada,Não,JF
55714,2017,1,VAGA OCIOSA,Transferência,Vaga Ociosa,ECC,ENGENHARIAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA ELÉTRICA - ENERGIA - 65H,ATIVO,A Especificar,Não Informada,Não,JF
55720,2020,2,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,PEDAGOGIA - 30A,ATIVO,A Especificar,Não Informada,Não,JF
55724,2021,1,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ODONTOLOGIA - 16A,ATIVO,A Especificar,Não Informada,Não,JF
55726,2022,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ODONTOLOGIA - 16A,ATIVO,A Especificar,Não Informada,Não,JF
